no;title;article;tags;img_url;publish_date;author;source_category;source_category_url;source_url
24;GoPro QuikStories Automatic Story Creation Feature Launched for Android and iOS;Popular action camera maker, GoPro, has added a new feature to its GoPro mobile app called QuikStories. The features automatically pulls clips shot by your GoPro Hero5 series cameras and creates a ready-to-share video clip. The new feature is available alongside an update to the GoPro app (formerly known as Capture) on Android and iOS, while it currently supports only the Hero5 series of action cameras.We had a chance to try this out at the launch in Mumbai and it actually works as seamlessly as GoPro says. Before you get started, your Hero5 camera will need the latest firmware update for this to work, which should happen automatically once the camera is connected to the app. Next, you??ll need the latest versions of the GoPro and Quik apps installed. The app will need both Wi-Fi and Bluetooth enabled as the files are transferred over Bluetooth in the background. Once you start shooting, you get a little prompt for syncing the footage. One you press Get it, the video and photos shot within the last 72 hours will start syncing to your phone. You can turn the auto syncing option off in the settings if needed. The imported clips also have an expiry of seven days, so if you want a particular clip to stay longer, you??ll have to manually save it.GoPro recommends shooting at 1080p resolution as the output clip will eventually be converted to a 720p video file. The higher resolution you shoot in, the longer the conversion process will take. Other than footage captured by the GoPro, you can also mix in videos and photos from your existing library. The GoPro app will send you a notification when a story is ready. Before saving and sharing it, you can customise it. You can choose from a range of transition effects, add text to parts of the clip, trim the individual video clips, add a background track and add various filters. Only photos and videos shot in the standard mode are usable as you can??t use videos and photos from timelapse or burst shots.??QuikStories is our biggest leap forward since the invention of the GoPro itself,? says GoPro founder and CEO, Nicolas Woodman. ??QuikStories is the simple storytelling solution our customers have been dreaming about for years. It??s an absolute game changer,? he adds.;GoPro action cameras,                                      GoPro Android app,                                      GoPro Hero5,                                      GoPro iOS app,                                      GoPro Quik,                                      GoPro QuikStories,                                      GoPro QuikStories launch;https://i.gadgets360cdn.com/large/gopro_quikstories_cover_ndtv_1501244448907.jpg?output-quality=80;28-Jul-17;Roydon Cerejo,;Apps;https://gadgets.ndtv.com/apps;https://gadgets.ndtv.com/apps/news/gopro-quikstories-app-feature-android-ios-1730479
25;Xiaomi-Backed Yi Technologies Brings Its Action and Security Cameras to India;Xiaomi-backed Yi Technologies is known for its budget-friendly action and digital cameras that can challenge the likes of GoPro. Having already established a base in China, the US and Europe, the company has now made its way to the Indian market. Yi Technologies has launched two of its action cameras in the country, the Yi Action Camera and Yi 4K Action Camera, both of which are available on Amazon for Rs. 6,990 and Rs. 17,990, respectively. It has also launched two security cameras, Yi Home IP Camera and Yi Dome IP Camera, priced at Rs. 2,990 and Rs. 4,990, respectively.The action cameras from the Xiaomi-backed company are priced a lot less compared to similar products from GoPro. The Yi Action camera features a 16-megapixel Sony IMX206 lens and an Amarelle A7LS image processing chipset. The camera has the ability to record 1080p videos at 60fps and includes Wi-Fi 802.11 b/g/n and Bluetooth 4.0 connectivity options.The Yi 4K Action Camera, as the name suggests, adds 4K capabilities, allowing it to shoot 4K videos at 30fps. It features a 2.19-inch display with Corning Gorilla Glass protection. It also features 12-megapixel f/2.8 Sony IMX377 sensor with EIS and 7P lens. It packs a 1,400mAh battery and supports Wi-Fi 802.11 b/g/n and Bluetooth 4.0. The Yi 4K+ action camera that was launched at CES 2017 earlier this year, and the the Yi M1 Mirrorless digital unveiled last year have yet to make it to the country.Yi Dome IP CameraMoving on to the security cameras, the Yi Home Camera Wireless IP security surveillance system is among the cheapest of Yi products available in the country. Priced at Rs. 2,990, the security camera competes against the likes of D-Link and Nest. It features a 1-megapixel CMOS sensor with a 111-degree wide-angle lens, advanced night vision, high accuracy motion detection, and built-in microphone.The Yi Dome IP Camera comes with a bigger price tag of Rs. 4,990, which is supported by features such as 360-degree coverage, 10 seconds smart motion tracking, and built-in microphone. This is a direct challenger to the Nest Cam IQ that was unveiled in May, but is yet to launch in India.;Cameras,                                      India,                                      Yi 4K Action Camera,                                      Yi Action Camera,                                      Yi Dome IP Camera,                                      Yi Home IP Camera,                                      Yi Technologies;https://i.gadgets360cdn.com/large/yi_4k_action_camera_1500986569619.jpg?output-quality=80;25-Jul-17;Sanket Vijayasarathy,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/yi-technologies-action-security-cameras-price-india-launch-amazon-1729091
26;Sony A9 Full-Frame Mirrorless Camera Launched in India at Rs. 3,29,990;"Sony has launched the Sony A9, its flagship full-frame mirrorless interchangeable lens camera, in India. Unveiled globally back in April, the Sony A9 comes to India at a price of Rs. 3,29,990. The camera goes on sale from July 29 via all major Sony retail outlets across the country. The Sony A9 takes the best of Sony??s camera technologies (be it mirrorless or DSLR) and crams it into a body that??s smaller than most DSLRs in the market.Some of the highlights of the Sony A9 include high-speed, blackout-free continuous shooting at up to 20fps, 60 AF/AE tracking calculations per second, and a maximum shutter speed of up to 1/32,000 second. At the heart of all this is the new 35mm full-frame stacked 24.2-megapixel Exmor RS sensor, which enables data processing speeds that are up to 20x faster than its previous full-frame models. This is paired with an upgraded Bionz X image processor.The Sony A9 features 693 phase detection AF points covering approximately 93 percent of the frame, which should ensure much faster tracking of moving subjects. It has a vibration-free, fully electronic, anti-distortion shutter with no mechanical mirror, thus avoiding shutter sound when capturing an image. The Sony A9 camera has a sensitivity of ISO 100-51200, 5-axis image stabilisation, a tilting 3-inch touchscreen display, EVF, Wi-Fi, Bluetooth, NFC and video recording at 4K at 30fps, or full-HD at 120fps.Along with the A9, Sony has also launched new accessories for the camera like the NP-FZ100 battery that offers about 2.2x the capacity of the NP-FW50 W-series battery, VG-C3EM vertical grip, GP-X1EM grip extension, FDA-EP18 eyepiece cup, and PCK-LG1 glass screen protector. Sony also announced two new wide-angle lenses and one telephoto lens. These include the FE 100-400mm F4.5??5.6 GM OSS telephoto zoom lens (SEL100400GM) which is priced at Rs. 1,99,990 and will go on sale on July 24. The Sony FE 16-35mm F2.8 (SEL1635GM) is a wide-angle lens which is dust and moisture resistant and features a customisable focus hold and hood release button. It is priced at Rs. 1,79,990. Lastly, the FE 12-24mm F4 wide-angle lens is priced at Rs. 1,39,990 and features DDSSM (Direct Drive Super Sonic Wave Motor) for quick and quiet AF performance.";Sony A9,                                      Sony A9 features,                                      Sony A9 India launch,                                      Sony A9 price,                                      Sony A9 price in India,                                      Sony A9 specifications,                                      Sony Alpha 9;https://i.gadgets360cdn.com/large/sony_a9_India_cover_ndtv_1500292673674.jpg?output-quality=80;17-Jul-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/sony-a9-mirrorless-full-frame-camera-price-in-india-1725810
27;Canon EOS 6D Mark II Launched in India, Price Starts at Rs. 1,32,995;Canon unveiled the EOS 6D Mark II late last month and on Monday, the company launched it in India. The Canon 6D Mark II will go on sale this month at a starting price of Rs. 1,32,995 for the just the body, or you could pick it up with the EF 24-70mm f/4L IS USM lens bundle at Rs. 1,84,995, or a EF 24-105mm f/4L IS II USM lens bundle at Rs. 2,02,995. All prices are inclusive of all taxes.The Canon EOS 6D Mark II is designed for enthusiast-level photographers thanks to its full-frame sensor and brand new 26.3-megapixel CMOS sensor. Other features include a 45-point, cross-type autofocus system with Dual Pixel autofocus for live mode. The camera also uses the new DIGIC 7 image processor and boasts of an ISO 100-40000 range. It has an articulated, 3-inch touchscreen panel, continuous shooting of up to 6.5fps, built-in Wi-Fi, NFC, Bluetooth and is dust and water resistant. Sadly, video recording still maxes out only at 1080p at 60fps, as there??s no 4K support.The Canon 6D Mark II boasts of a 7,560 pixel RGB plus IR metering sensor and a colour detection autofocus that is said to provide consistent and accurate exposure in various lighting conditions. For instance, it??s supposed to automatically detect skin tones and give priority to human subjects in the frame. It also features lens aberration correction that helps the camera automatically detect which lens is paired with the body and apply the right level of correction for distortion and diffraction when shooting.Commenting on the launch, Mr. Eddie Udagawa, Vice President of Consumer Imaging and Information Centre, Canon India said, ??The EOS 6D Mark II is a versatile full frame camera that reflects the ??Sense of Genius?, striking a perfect balance between compact design and superior performance offering an excellent value to the photo enthusiasts and professionals. The EOS 6D Mark II is a camera that will excel in a vast variety of genres. With a full frame sensor, Dual Pixel CMOS AF and vari-angle touch panel, the EOS 6D Mark II, will appeal to both still and video audiences allowing them to experience the world of full-frame imaging in new and interesting ways.?;Canon 6D Mark II,                                      Canon 6D Mark II features,                                      Canon 6D Mark II price,                                      Canon 6D Mark II price in India,                                      Canon 6D Mark II specifications,                                      Canon EOS 6D Mark II India launch,                                      full-frame DSLR;https://i.gadgets360cdn.com/large/canon_6D_Mark_II_cover_ndtv_1500284710134.jpg?output-quality=80;17-Jul-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/canon-6d-mark-ii-price-in-india-kit-lens-features-specifications-1725740
28;Leica TL2 Mirrorless Camera Launched With 24-Megapixel Sensor, 4K Video Recording;"Leica has added new member to its TL system of cameras, called the TL2. One of the highlight features here is that each camera is machined from a single block of aluminium. The camera is available in black and silver options. It has been priced at around $1,950 (roughly Rs. 1,32,600) for just the body.The Leica TL2 boasts of a new 24-megapixel APS-C CMOS sensor which is coupled with a new Maestro II series image processor. Together, the TL2 is said to deliver improved dynamic range, contrast, colours and sharper details. Another highlight here is the addition of 4K video support at 30fps, full-HD at 60fps and HD video at 60fps or 120fps. Leica is also touting the autofocus speed of the camera, which is said to be around 165 milliseconds. This is attributed to the new image processor, which also helps achieve a much shorter start-up time. The electronic shutter speed has been upped to 1/40,000 seconds and burst shooting ranges from 7fps to a maximum of 20fps.Other specifications of the Leica TL2 include an ISO range of 100-50000, RAW (DNG) file support, multiple focus modes like face detection and tracking, external flash support (there??s no built-in flash), USB 3.0, and HDMI connections.The camera also has built-in Wi-Fi for transferring images and video to a smartphone via the TL app, available for both Android and iOS. Leica says the menus system is also better structured, making it easier to use. For navigating the menus, you get a 3.7-inch, fixed touchscreen LCD display on the Leica TL2. The TL system has currently a total of six lenses but the L-Bayonet mount makes it compatible with SL camera lenses too.";Leica,                                      Leica specifications,                                      Leica TL2,                                      Leica TL2 features,                                      Leica TL2 price,                                      Leica TL2 price in India,                                      mirrorless camera;https://i.gadgets360cdn.com/large/Leica_tl2_cover_ndtv_1499780939226.jpg?output-quality=80;11-Jul-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/leica-tl2-mirrorless-camera-launch-price-specifications-features-1723441
29;Hydrogen One Is Camera Maker Red's First Smartphone;"Camera maker Red is making its foray into the smartphone space. On Wednesday, the company announced a phone called the Hydrogen One, which, the company claims, will be ""the world??s first holographic media machine.""In a jargon-laden blog post, the company boasts of the Red Hydrogen??s display, camera capabilities, sound system, and support for modularity, a familiar feature that several companies including Motorola and LG have explored in recent years. At least one module will focus on higher quality motion.The Red Hydrogen One smartphone features a ""retina-riveting"" display, which supposedly springs between ""3D"" and 2D modes depending on the content. One would be able to enjoy such content with wearing glasses, the company claims.?About that, Red has also announced a channel where it will offer ""4-view holographic"" content.The Red Hydrogen One will work with Red??s professional camera program (it's unclear if one would actually be able to plug their Red DSLR cameras), and offer familiar user interface and monitor. Much like several recent flagship phones, the Red Hydrogen One will also comes equipped with a USB-C port, but interestingly also has a microSD card should you need more storage. A 3.5mm headphone jack will also be present.The Red Hydrogen runs Android with several proprietary features such as ""H3O algorithm that converts stereo sound into multi-dimensional audio."" We will have to wait to find out what exactly that means but the company says that the sound experience would be as good as plugging 5.1 audio out headphones.Which brings us to the least exciting parts about the Red Hydrogen One. The phone comes in two variants: Aluminium, which will retail at $1,195 (roughly Rs. 77,350); and Titanium, which will retail at $1,595 (roughly Rs. 103,250). No word on the phone??s India availability, though readers in the US can expect it to arrive in Q1 2018. Pre-orders for the phone begin today.";Android,                                      Camera,                                      Cameras,                                      Mobile,                                      RED,                                      RED Hydrogen One,                                      RED Hydrogen One Features,                                      RED Hydrogen One Specs,                                      Smartphone,                                      Smartphones;https://i.gadgets360cdn.com/large/red_hydrogen_one_smartphone_1499361392760.jpg?output-quality=80;6-Jul-17;Manish Singh,;Mobiles;https://gadgets.ndtv.com/mobiles;https://gadgets.ndtv.com/mobiles/news/red-hydrogen-one-features-specification-price-release-date-1721588
30;Canon EOS 6D Mark II Full-Frame DSLR, EOS 200D Entry-Level DSLR Cameras Launched;Canon is celebrating National Camera Day in the US, with the launch of the EOS 6D Mark II full-frame DSLR and the EOS Rebel SL2, which will be known as the EOS 200D outside the United States. The EOS 6D Mark II comes nearly five years after Canon first introduced the EOS 6D back in 2012, and the new model will go on sale in late July starting at $1,999 (roughly Rs. 1,35,900). We don??t have any India price or availability for the 6D Mark II at the moment. On the other hand, Canon India has announced that the EOS 200D is will also go on sale late July in India for Rs. 47,495 with the EF-S18-55 IS STM kit lens. It will also be available with the EF-S18-55 IS STM plus EF-S55-250 IS STM lens combo for Rs. 60,495.The Canon EOS 6D Mark II is designed for enthusiast-level photographers in mind thanks to its full-frame sensor and brand new 26.3-megapixel CMOS sensor. Other features include a 45-point, cross-type autofocus system with Dual Pixel autofocus for live mode. The camera also uses the new DIGIC 7 image processor and boasts of an ISO 100-40000 range. It has a articulated, 3-inch touchscreen panel, continuous shooting of up to 6.5fps, built-in Wi-Fi, NFC, Bluetooth and is dust and water resistant. Sadly, video recording still maxes out only at 1080p at 60fps, as there??s no 4K support.The Canon EOS 200DOn the other hand, the Canon EOS 200D is an entry-level DSLR designed for beginners in mind but doesn??t skimp much on the features. It boasts of a 24.2-megapixel APS-C CMOS sensor, Dual Pixel autofocus, DIGIC 7 image processor, 9-point autofocus system, full-HD video recording and built-in wireless connectivity features. The big appeal of the 200D is the small and lightweight body, which should help ease smartphone photographers stepping into the world of DSLRs.Commenting on the launch, Yuichi Ishizuka, president and COO, Canon U.S.A said, ??In an industry where choices are abundant, providing consumers with the photographic tools that match their developing skill levels as they continue to embrace their passion for photography is a long-standing goal of Canon and stands at the core of our research and development. The new EOS 6D Mark II and EOS Rebel SL2 DSLR cameras are the result of Canon??s dedication to providing a wide range of camera choices for photographers of all skill levels, whether it??s someone taking their first picture or video with a DSLR camera or those looking to make the jump to a Full-Frame sensor camera.?;Canon,                                      Canon 6D Mark II price in India,                                      Canon 6D Mark II specifications,                                      Canon 200D India price,                                      Canon 200D Price,                                      Canon 200D specifications,                                      Canon EOS 6D Mark II,                                      Canon EOS 200D;https://i.gadgets360cdn.com/large/canon_6d_markII_cover_1498740734922.jpg?output-quality=80;29-Jun-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/canon-eos-6d-mark-ii-eos-200d-dslr-price-in-india-specifications-launch-1718572
31;YouTube Unveils VR180 Format, Reveals Mobile Users Spend an Hour a Day on Average;"YouTube CEO Susan Wojcicki at VidCon on Thursday announced an all-new video format VR180 that will make VR content creation slightly easier for creators. Google has also confirmed that the Daydream team is working with several manufacturers to build cameras from the ground up for VR180 video format.The company says that the new VR180 video will ensure what's in front of the user is high resolution, and ""look great on desktop and on mobile."" YouTube's main focus is to boost VR with the new video format as it can be seen on phones with regular 2D screens as well as VR headsets like Cardboard, Daydream, and other headsets which show images stereoscopically in 3D. The new video format will enable depth, where ""near things look near, and far things appear far,"" adds Wojcicki. Additionally, the VR180 format also supports live streaming videos.Google has named some partners like YI, Lenovo, and LG who are working with the company to bring new cameras priced same as a regular point-and-shoot camera. Videos and live streams will be easy to upload to YouTube from these cameras. Google has revealed that the first cameras will hit shelves this winter. The new format is capable of delivering 3D video while capturing 180 degrees of vision.Google has also opened a VR180 certification program for other manufacturers who want to join. Z Cam will be one of Google's first partners under the program.""We want to make VR more accessible and more affordable for viewers and creators. The reality is, filming 360-degree VR videos isn't easy for most creators and some VR cameras are expensive. That's why I'm thrilled that YouTube and Daydream have worked together on a new format, VR180, and new cameras, which make it easy and affordable for anyone to make VR videos,"" said Wojcicki.Wojcicki also revealed that now, 1.5 billion logged in viewers visit YouTube every single month and on an average, viewers spent over an hour a day watching YouTube on mobile devices alone. YouTube also announced an all-new change to YouTube app which will in the coming weeks ""dynamically adapt"" to whatever size users choose to watch it in. YouTube last month teased the new redesign interface which will come with a Dark theme as well.The company will soon let user share a video with friends right from YouTube app and this will be available to users in Latin America and the US in couple of weeks.";Camera,                                      Internet,                                      VR180 Cameras,                                      YouTube;;23-Jun-17;Ketan Pratap,;Internet;https://gadgets.ndtv.com/internet;https://gadgets.ndtv.com/internet/news/youtube-vr180-works-on-vr-headsets-regular-display-vidcon-1716202
32;Netgear Arlo Pro Wireless Weatherproof Security Camera Launched in India;Netgear has launched the Netgear Arlo Pro smart camera for home security in India. Netgear calls the Arlo Pro a ??wire-free, weatherproof HD camera? and claims that it has a wide 130-degree field of view. The Arlo Pro uses two rechargeable batteries and that means you can place it inside or outside your home. There??s no need to connect the camera to a power socket but in case you want to do that, the option is available. The Arlo Pro system launched in India is model VMS4230, which comes with two security cameras (with rechargeable batteries) and one base station, and it has been priced at Rs. 44,900.An interesting feature of the Netgear Arlo Pro is two-way audio.?This means that you can use this camera to talk to people standing near it, which could prompt some people to use this as a video doorbell. You can even monitor children from a different room such as the kitchen and keep talking to them while you cook.Netgear says the Arlo Pro has instant motion alerts and a smart siren, which are targeted at alerting you about intruders. The siren is rated at over 100 decibels and could be an important deterrent for potential intruders. The camera also has night vision so it is useful both during the day and night. The camera is capable of providing HD video in complete darkness, thanks to its RGB-IR night vision technology. Netgear claims this tech illuminates the scene evenly and provides crisp details about things happening both near and far from the camera. Its passive motion sensor can detect movement up to 7 metres away from the camera and send an alert to your phone.The companion app for Netgear Arlo Pro also has some new features. It now lets you arm or disarm the camera based on your location or schedule. The app is also available on Apple TV, which can be used to view camera feeds on the big screen. Netgear says Arlo can be connected to other smart home devices through services such as IFTTT and Samsung SmartThings.Netgear claims that the Arlo Pro will get smart motion recognition technology later this year, which will use machine learning algorithms to identify people, cars, animals, among other things. This will allow the camera to send alerts for specific objects, species, or people, Netgear says.Arlo??s free cloud storage allows you to record and store videos for seven days for free. You can connect up to five Arlo cameras to the cloud without paying any subscription fees. Additional storage can be purchased with a fee.Netgear had earlier announced that the Arlo Pro (VMS4230) would cost Rs. 36,500. This report has been edited to reflect the revised price of the Arlo Pro.;Netgear,                                      Netgear Arlo Pro,                                      Netgear Arlo Pro price in India,                                      Security Camera;https://i.gadgets360cdn.com/large/netgear_arlo_pro_1497882175742.jpg?output-quality=80;19-Jun-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/netgear-arlo-pro-security-camera-price-in-india-wireless-weatherproof-hd-audio-1714288
33;Fujifilm Instax Mini 9 Instant Camera Launched in India;"Fujifilm has launched its newest instant camera called the Instax Mini 9 in India, at a price of Rs. 5,999. The camera will go on sale soon via both online and offline channels across the country. The highlights of the Fujifilm Instax Mini 9 include a wider range of colours, a selfie mirror, and a lens attachment for close-up shots. The camera joins Fujifilm??s existing range of instant cameras which includes the Mini 25, Mini 70, Mini 90, and Wide 300.The Instax Mini 9 uses Fujifilm??s instax mini film cartridges to print your photos, giving you 62x46mm sized photographs. The camera, which will be available in five pastel colours, is built entirely of plastic but is well put together and feels pretty sturdy. Since this is a basic instant camera designed for teenagers and young adults, there isn??t much in terms of control except for the shutter button and dial around the lens to change set the exposure. The shutter speed on the Instax Mini 9 is locked to 1/60 seconds and the flash fires every time you take a picture. The camera uses two AA batteries (included in the box), which according to Fujifilm, is good for about 100 shots. Each cartridge holds about 10 films and there??s a counter at the back of the camera to tell you how many shots are left.Commenting on the launch, S.M. Ramprasad, Assistant Vice President at Fujifilm India Pvt. Ltd. said, ??Our Instax range is a unique product, the only one of its kind that enables users to create instant photos that can remain with them forever. Our Instax range of cameras has gained huge popularity over the years. The Sales Volume Trend for Instax has crossed 6.6 Million units globally in FY 2016 which clearly indicates its success worldwide. We are very excited to welcome our new iconic camera ?? the Instax Mini 9 into the Instax family equipped with upgraded technology and advanced features. The new product has been designed keeping in mind the ever changing preferences of the Indian youth, offering unique features to complement the needs of these young customers.?";Fujifilm,                                      Fujifilm instax mini 9,                                      Fujifilm instax mini 9 features,                                      Fujifilm instax mini 9 India launch,                                      Fujifilm instax mini 9 price,                                      Fujifilm instax mini 9 price in India,                                      Fujifilm instax mini 9 specifications,                                      Instant cameras;https://i.gadgets360cdn.com/large/fujifilm_instax_mini_9_155517_155513_3331_1497522359195.jpg?output-quality=80;15-Jun-17;Gadgets 360,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/fujifilm-instax-mini-9-price-in-india-battery-life-features-1712667
34;Nikon Coolpix W300 Rugged Compact Camera With 4K Video Recording Launched in India;Nikon India has launched the Coolpix W300 rugged compact camera which is weatherproof and can survive drops from up to 2.4 meters. The camera will go on sale from June onwards, which is when we should get the final price and exact availability details. In the US, it's priced at $395 (roughly Rs. 25,500). The camera boasts of being waterproof from up to a depth of 30 meters and can withstand extreme cold temperatures up to -10 degrees Celsius. It will be available in four colour options.The Nikon Coolpix W300 features a 16-megapixel, 1/2.3-inch sensor with 5x optical zoom. The aperture ranges from f/2.8 at the wide end to f/4.9 at the telephoto end. The camera uses a contrast detection autofocus system with an ISO sensitivity range of 125-1600 (expandable to 6400), about 7 frames per second burst shooting, and various shooting modes. Despite its compact and rugged nature, the W300 also supports up to 4K video recording at 30fps and full-HD recording at 60fps. There??s a 3-inch LCD screen around the back with a 921K-dot resolution. The camera also supports Nikon??s SnapBridge photo sharing feature via Bluetooth and you even get Wi-Fi and GPS built-in.??With an ever-growing interest in adventure sports and activities, Coolpix W300 is the perfect camera for all photography expeditions & family holidays.? said Kazuo Ninomiya, Managing Director, Nikon India. ??The camera is waterproof and has been designed with a rugged body to withstand extreme temperatures to enable all enthusiasts to continue exploring their passion without any hurdles,? he added.Nikon also announced three new lenses for the Indian market. The first is the AF-P DX NIKKOR 10-20mm f/4.5-5.6G VR lens, designed for shooting landscapes. This ultra-wide-angle lens features a stepping motor for smoother focus and built-in vibration reduction for DX format cameras. The AF-S Fisheye NIKKOR 8-15mm f/3.5-4.5E ED is the first Nikkor fisheye zoom lens with a minimum focus distance of 0.16 meters. The lens adopts two aspherical lens elements to effectively reduce sagittal coma flare thereby enhancing the reproduction of point light sources located at the peripheries, even with the lens?? aperture set to the maximum. Finally, we have the AF-S NIKKOR 28mm f/1.4E ED which is designed portraits and landscapes. The lens also has a fluorine coating to repel dust, water, and dirt.;Nikon,                                      Nikon Coolpix W300 launch,                                      Nikon W300,                                      Nikon W300 price,                                      Nikon W300 price in India,                                      Nikon W300 specifications,                                      W300;https://i.gadgets360cdn.com/large/nikon_w300_cover_1496239922232.jpg?output-quality=80;31-May-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/nikon-coolpix-w300-price-india-launch-specifications-1706358
35;Nest Cam IQ Launched, a Smart 4K Monitoring Camera With Motion Detection;Nest is an Alphabet-owned company that has been under the radar for a long while now. The company, which was founded by Tony Fadell and Matt Rogers, is remembered for its thermostat that synchs to the Internet and learns from user habits. After years of dormancy and Fadell's departure in 2016, Nest has once again risen with a new intelligent indoor monitoring camera called the Nest Cam IQ.The circular shape of the camera looks quite similar to the thermostat, but it is an entirely different product which is priced at $299 (roughly Rs. 19,200). The Nest Cam IQ comes with a 4K video sensor for capturing videos. But the camera doesn't always use the higher resolution. Instead, it normally shoots 1080p footage, and keeps the 4K capabilities for important matters like detecting when something is wrong at home, or when an intruder breaks in.The intelligent Nest Cam IQ will send an alert if it notices anything funny in its visual range. There a few neat ways in which it does this. It uses Google's deep learning technology to detect movement in field of view and send alert with a zoomed in capture of the person in the view. There's also what the company calls Nest Aware that is able to recognise faces, and pick up audio sounds for alarm due to the camera's powerful hexa-core processor, but they will only be available if you subscribe to the Nest Aware service at $10 per month or $100 annually.Over at the back of the camera, there's a notable speaker grille that can loudly alert and scare off intruders, and can act as a microphone with noise cancellation for a clearer sound. The camera also comes with a night vision mode thanks to its two infrared LEDs which are almost invisible to the human eye. There's a multicolor LED on the outer rim that lets you know when the Nest Cam IQ's camera is active.The Nest Cam IQ is currently available for pre-order in the US with France, the Netherlands, Belgium, and Ireland to follow soon. Germany, Austria, Italy, and Spain will also get to pre-order the camera on June 13, and the first batch of Cam IQs will be shipped by the end of the month.;Alphabet,                                      Cameras,                                      Google,                                      Nest,                                      Nest Cam IQ,                                      Smart Camera;;31-May-17;Sanket Vijayasarathy,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/nest-cam-iq-price-release-date-specifications-smart-4k-monitoring-camera-1706296
36;Essential Products Is Part of Andy Rubin's Playground Global Incubator;"Andy Rubin created the software that powers hundreds of millions of Android devices around the world. Now he has two gadgets of his own: the Essential Phone and the Essential Home.The phone's display fills most of the front, save for a camera cutout, slim bezels and a small chin at the bottom. The almost full-screen display echoes a design popularised earlier this year by Samsung Electronics's Galaxy S8 handset and soon to be followed by Apple with a revamped iPhone. The Essential Home is a puck-sized, voice-controlled gadget that can control appliances and provide reminders. Also see??Father of Android?? Launches Modular Smartphone With Dual CamerasEssential is part of Rubin's new Playground Global incubator, which plans to raise $300 million (roughly Rs. 1,938 crores). With the new products, Rubin is betting he can take on Apple and Samsung, which have dominated consumer hardware in recent years.The Essential handset includes many modern smartphone technologies, including a Qualcomm processor and a USB-C port for charging. Uniquely, it includes a magnetic connector on the back to connect to such accessories as a camera that takes 360-degree photos and a wireless charging hub. Without the attachment, the phone has an 8 megapixel camera on the front and a 13 megapixel sensor on the rear, according to Essential's website. Also seeAndroid Co-Founder's Smart Speaker Rivals Amazon Echo, Google HomeThe sides of the phone are made with titanium, which Rubin's company claims is impervious to scratches and dents. The back of the phone is ceramic and comes in black, gray, white, and a gold-like colour called ""Ocean Depths."" The phone runs a version of the Android operating system with a customized user interface, while the Home device runs a custom system called Ambient OS. Also seeEssential 360 Camera Can Be Attached to the Modular PhoneThe Home assistant device has a circular screen and can play music, set timers and control lights with a user's voice. The product is similar in scope to the Google Home and Amazon Echo, but its small size probably means Essential sees it as more digital assistant than speaker. Apple is working on its home device, Bloomberg News reported last year. The Essential device will be open to third-party developers, Essential said.The phone, available for pre-order, will sell for $699, $50 more than an entry-level iPhone 7. The handset will be available only in the US?when it launches. Essential didn't say when it will ship or provide pricing for the home product. Bloomberg News reported on the smartphone in January.?? 2017 Bloomberg L.P.";Andy Rubin,                                      Apple,                                      Essential Phone,                                      Essential Phone Features,                                      Essential Phone Specifications,                                      Samsung;https://i.gadgets360cdn.com/large/Andy_Rubin_1496208295146.jpg?output-quality=80;31-May-17;Mark Gurman, Bloomberg,;Mobiles;https://gadgets.ndtv.com/mobiles;https://gadgets.ndtv.com/mobiles/news/essential-products-is-part-of-andy-rubins-playground-global-incubator-1706027
